Run,manSellers,Buyers,manBuyers,Sellers,riskAversion,maxRounds,Trades,manTarget,actualPrice,finalPrice
1,500,498,500,498,0.5,2500,0,16,50,0
2,500,498,500,498,0.5,2500,609,68,100,38.2665897085796
3,500,498,500,498,0.5,2500,615,80,100,41.840277293516536
4,500,498,500,498,0.5,2500,0,34,50,0
5,500,498,500,498,0.5,2500,581,12,0,73.04586757725022
6,500,498,500,498,0.5,2500,0,46,100,0
7,500,498,500,498,0.5,2500,0,89,50,0
8,500,498,500,498,0.5,2500,559,33,100,36.447875268520974
9,500,498,500,498,0.5,2500,601,62,100,40.9676774631619
10,500,498,500,498,0.5,2500,627,18,0,49.84460723929129
11,500,498,500,498,0.5,5000,0,99,100,0
12,500,498,500,498,0.5,5000,842,47,50,49.04247682889619
13,500,498,500,498,0.5,5000,826,62,0,41.33690584300929
14,500,498,500,498,0.5,5000,832,27,50,32.21383749359771
15,500,498,500,498,0.5,5000,0,78,0,0
16,500,498,500,498,0.5,5000,833,19,100,42.28243580631841
17,500,498,500,498,0.5,5000,850,82,100,49.803312265742996
18,500,498,500,498,0.5,5000,0,26,100,0
19,500,498,500,498,0.5,5000,0,79,0,0
20,500,498,500,498,0.5,5000,0,90,50,0
21,500,498,500,999,0.5,2500,0,24,0,0
22,500,498,500,999,0.5,2500,0,5,0,0
23,500,498,500,999,0.5,2500,0,39,100,0
24,500,498,500,999,0.5,2500,0,65,100,0
25,500,498,500,999,0.5,2500,439,70,100,33.79758052758487
26,500,498,500,999,0.5,2500,0,78,50,0
27,500,498,500,999,0.5,2500,411,27,100,26.272587432923377
28,500,498,500,999,0.5,2500,445,99,0,28.55095896057514
29,500,498,500,999,0.5,2500,424,96,50,47.38953475198821
30,500,498,500,999,0.5,2500,0,19,50,0
31,500,498,500,999,0.5,5000,635,70,50,41.431837317053244
32,500,498,500,999,0.5,5000,0,89,100,0
33,500,498,500,999,0.5,5000,622,71,50,32.352197946102656
34,500,498,500,999,0.5,5000,623,53,50,42.826699049321945
35,500,498,500,999,0.5,5000,612,46,50,45.44210403020617
36,500,498,500,999,0.5,5000,0,88,0,0
37,500,498,500,999,0.5,5000,0,21,0,0
38,500,498,500,999,0.5,5000,615,10,100,35.906851983882525
39,500,498,500,999,0.5,5000,637,73,100,41.07230916037552
40,500,498,500,999,0.5,5000,619,16,100,43.48790019637761
41,500,498,1000,498,0.5,2500,571,68,100,55.309747650165015
42,500,498,1000,498,0.5,2500,593,24,0,49.61925576016543
43,500,498,1000,498,0.5,2500,0,90,100,0
44,500,498,1000,498,0.5,2500,0,99,50,0
45,500,498,1000,498,0.5,2500,596,63,50,53.5504187611392
46,500,498,1000,498,0.5,2500,569,97,50,74.8798076923077
47,500,498,1000,498,0.5,2500,0,89,100,0
48,500,498,1000,498,0.5,2500,0,22,0,0
49,500,498,1000,498,0.5,2500,589,45,50,46.16105794969326
50,500,498,1000,498,0.5,2500,0,81,100,0
51,500,498,1000,498,0.5,5000,0,20,100,0
52,500,498,1000,498,0.5,5000,0,66,0,0
53,500,498,1000,498,0.5,5000,847,74,50,73.37150328922257
54,500,498,1000,498,0.5,5000,843,61,0,73.35712250216471
55,500,498,1000,498,0.5,5000,0,57,50,0
56,500,498,1000,498,0.5,5000,845,82,0,71.02147789883442
57,500,498,1000,498,0.5,5000,0,65,50,0
58,500,498,1000,498,0.5,5000,0,49,0,0
59,500,498,1000,498,0.5,5000,0,49,100,0
60,500,498,1000,498,0.5,5000,853,14,50,49.72085410258784
61,500,498,1000,999,0.5,2500,0,23,50,0
62,500,498,1000,999,0.5,2500,0,60,0,0
63,500,498,1000,999,0.5,2500,0,0,100,0
64,500,498,1000,999,0.5,2500,0,13,100,0
65,500,498,1000,999,0.5,2500,0,7,100,0
66,500,498,1000,999,0.5,2500,566,41,50,48.83097689721785
67,500,498,1000,999,0.5,2500,596,29,100,30.691594327602772
68,500,498,1000,999,0.5,2500,0,91,0,0
69,500,498,1000,999,0.5,2500,587,34,0,42.90786968692077
70,500,498,1000,999,0.5,2500,0,18,100,0
71,500,498,1000,999,0.5,5000,0,72,100,0
72,500,498,1000,999,0.5,5000,0,88,0,0
73,500,498,1000,999,0.5,5000,1032,81,0,49.73126508484605
74,500,498,1000,999,0.5,5000,983,57,50,48.705631053712196
75,500,498,1000,999,0.5,5000,0,52,100,0
76,500,498,1000,999,0.5,5000,0,68,0,0
77,500,498,1000,999,0.5,5000,0,82,100,0
78,500,498,1000,999,0.5,5000,0,23,100,0
79,500,498,1000,999,0.5,5000,963,40,0,45.19734370049024
80,500,498,1000,999,0.5,5000,1012,50,0,53.44942805278593
81,500,999,500,498,0.5,2500,0,37,0,0
82,500,999,500,498,0.5,2500,562,16,50,74.00327074459824
83,500,999,500,498,0.5,2500,560,0,0,50
84,500,999,500,498,0.5,2500,0,14,50,0
85,500,999,500,498,0.5,2500,547,71,50,53.33349398241296
86,500,999,500,498,0.5,2500,565,85,100,74.23884756528854
87,500,999,500,498,0.5,2500,555,60,50,53.48420912774374
88,500,999,500,498,0.5,2500,564,73,0,63.50515765701329
89,500,999,500,498,0.5,2500,540,74,50,75
90,500,999,500,498,0.5,2500,550,76,100,37.73787788435987
91,500,999,500,498,0.5,5000,0,92,50,0
92,500,999,500,498,0.5,5000,859,2,100,67.57109308668807
93,500,999,500,498,0.5,5000,0,89,0,0
94,500,999,500,498,0.5,5000,0,50,50,0
95,500,999,500,498,0.5,5000,854,18,100,67.85613260495053
96,500,999,500,498,0.5,5000,852,82,50,72.48533355224698
97,500,999,500,498,0.5,5000,869,69,100,65.61642182106301
98,500,999,500,498,0.5,5000,0,89,50,0
99,500,999,500,498,0.5,5000,0,48,100,0
100,500,999,500,498,0.5,5000,869,50,100,65.62350690855801
101,500,999,500,999,0.5,2500,0,29,50,0
102,500,999,500,999,0.5,2500,572,82,0,66.96983908923313
103,500,999,500,999,0.5,2500,614,51,0,65.04936158881343
104,500,999,500,999,0.5,2500,592,21,50,50.58924586005504
105,500,999,500,999,0.5,2500,0,32,50,0
106,500,999,500,999,0.5,2500,603,44,100,40.05995413778944
107,500,999,500,999,0.5,2500,0,38,100,0
108,500,999,500,999,0.5,2500,593,96,100,49.89928404198909
109,500,999,500,999,0.5,2500,0,40,50,0
110,500,999,500,999,0.5,2500,573,80,50,44.69485093196772
111,500,999,500,999,0.5,5000,1040,71,0,51.98505149540173
112,500,999,500,999,0.5,5000,971,83,0,47.18167702974276
113,500,999,500,999,0.5,5000,1033,85,100,49.831704539131294
114,500,999,500,999,0.5,5000,0,39,0,0
115,500,999,500,999,0.5,5000,973,73,50,47.23376724706497
116,500,999,500,999,0.5,5000,1034,100,100,47.18333467222111
117,500,999,500,999,0.5,5000,1034,16,50,52.85827369377498
118,500,999,500,999,0.5,5000,1028,93,0,48.84210127337707
119,500,999,500,999,0.5,5000,0,41,0,0
120,500,999,500,999,0.5,5000,1041,82,100,47.93914996870405
121,500,999,1000,498,0.5,2500,550,93,100,56.51956403229791
122,500,999,1000,498,0.5,2500,519,96,50,50.743514047600456
123,500,999,1000,498,0.5,2500,514,90,50,70.84006274738988
124,500,999,1000,498,0.5,2500,533,100,100,46.721638392849464
125,500,999,1000,498,0.5,2500,511,25,100,73.8111436718571
126,500,999,1000,498,0.5,2500,535,58,0,62.62718880982677
127,500,999,1000,498,0.5,2500,0,86,100,0
128,500,999,1000,498,0.5,2500,0,56,0,0
129,500,999,1000,498,0.5,2500,535,41,0,73.91895151129349
130,500,999,1000,498,0.5,2500,0,41,50,0
131,500,999,1000,498,0.5,5000,839,41,50,72.68867413120174
132,500,999,1000,498,0.5,5000,0,87,0,0
133,500,999,1000,498,0.5,5000,812,55,0,70.06185019224901
134,500,999,1000,498,0.5,5000,820,96,50,74.07435590525752
135,500,999,1000,498,0.5,5000,805,8,50,74.52379162233684
136,500,999,1000,498,0.5,5000,0,16,50,0
137,500,999,1000,498,0.5,5000,0,11,50,0
138,500,999,1000,498,0.5,5000,796,91,0,74.82261232166131
139,500,999,1000,498,0.5,5000,817,43,0,71.50111204552788
140,500,999,1000,498,0.5,5000,784,22,100,74.60508244214188
141,500,999,1000,999,0.5,2500,597,32,0,64.85956877892175
142,500,999,1000,999,0.5,2500,585,48,100,43.1989698212093
143,500,999,1000,999,0.5,2500,624,44,50,48.91672665254976
144,500,999,1000,999,0.5,2500,612,51,0,52.03790244933653
145,500,999,1000,999,0.5,2500,594,60,100,45.2598956955292
146,500,999,1000,999,0.5,2500,596,44,50,50.92259149763014
147,500,999,1000,999,0.5,2500,0,92,0,0
148,500,999,1000,999,0.5,2500,0,24,0,0
149,500,999,1000,999,0.5,2500,0,100,0,0
150,500,999,1000,999,0.5,2500,579,62,0,42.21568840933784
151,500,999,1000,999,0.5,5000,0,66,50,0
152,500,999,1000,999,0.5,5000,1044,27,100,56.977390993190205
153,500,999,1000,999,0.5,5000,1055,13,0,52.323314693377924
154,500,999,1000,999,0.5,5000,1061,22,100,63.52147908017066
155,500,999,1000,999,0.5,5000,1055,74,50,62.509234702680814
156,500,999,1000,999,0.5,5000,0,47,50,0
157,500,999,1000,999,0.5,5000,1078,35,0,53.05397811900226
158,500,999,1000,999,0.5,5000,1056,45,50,69.41760865858413
159,500,999,1000,999,0.5,5000,1044,100,50,62.61577523926742
160,500,999,1000,999,0.5,5000,0,25,50,0
161,1000,498,500,498,0.5,2500,351,6,50,48.6269121438029
162,1000,498,500,498,0.5,2500,0,92,100,0
163,1000,498,500,498,0.5,2500,0,65,50,0
164,1000,498,500,498,0.5,2500,0,33,0,0
165,1000,498,500,498,0.5,2500,0,12,50,0
166,1000,498,500,498,0.5,2500,0,86,100,0
167,1000,498,500,498,0.5,2500,359,23,100,50.48969596282901
168,1000,498,500,498,0.5,2500,0,60,50,0
169,1000,498,500,498,0.5,2500,351,2,50,49.24168038813543
170,1000,498,500,498,0.5,2500,346,17,100,37.957417029711834
171,1000,498,500,498,0.5,5000,0,32,100,0
172,1000,498,500,498,0.5,5000,0,55,100,0
173,1000,498,500,498,0.5,5000,0,98,50,0
174,1000,498,500,498,0.5,5000,0,79,100,0
175,1000,498,500,498,0.5,5000,0,19,100,0
176,1000,498,500,498,0.5,5000,0,42,0,0
177,1000,498,500,498,0.5,5000,0,30,50,0
178,1000,498,500,498,0.5,5000,0,77,50,0
179,1000,498,500,498,0.5,5000,0,53,50,0
180,1000,498,500,498,0.5,5000,494,43,0,47.18909625691828
